age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
low,Private,low,HS-grad,high,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Transport-moving,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Doctorate,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,Some-college,high,Divorced,Tech-support,Not-in-family,White,Male,low,low,high,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Divorced,Adm-clerical,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Adm-clerical,Wife,White,Female,low,low,low,United-States,>50K,
low,Self-emp-inc,low,Some-college,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,low,high,United-States,>50K,
low,Private,low,Some-college,high,Never-married,Prof-specialty,Own-child,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Separated,Sales,Own-child,Black,Female,low,low,low,United-States,<=50K,
low,Self-emp-not-inc,low,Bachelors,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,high,United-States,>50K,
low,Private,low,Some-college,high,Never-married,Machine-op-inspct,Not-in-family,White,Male,low,low,low,United-States,<=50K,
high,Private,low,Some-college,high,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Own-child,White,Male,low,low,low,Mexico,<=50K,
low,Private,low,Assoc-acdm,high,Married-civ-spouse,Adm-clerical,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,11th,low,Never-married,Other-service,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Local-gov,low,7th-8th,low,Married-civ-spouse,Farming-fishing,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Sales,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Other-service,Husband,White,Male,low,low,low,Cuba,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Other-service,Wife,White,Female,low,low,low,United-States,<=50K,
high,Private,low,HS-grad,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Divorced,Craft-repair,Not-in-family,White,Female,low,low,low,United-States,>50K,
low,Private,low,HS-grad,high,Divorced,Sales,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Local-gov,low,HS-grad,high,Married-civ-spouse,Protective-serv,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,Masters,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,high,United-States,<=50K,
low,Private,low,9th,low,Never-married,Sales,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Federal-gov,low,Doctorate,high,Never-married,Prof-specialty,Not-in-family,White,Female,low,low,high,United-States,>50K,
high,Private,low,Assoc-voc,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Divorced,Craft-repair,Unmarried,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Divorced,Machine-op-inspct,Unmarried,Black,Female,low,low,low,United-States,<=50K,
low,Local-gov,low,Bachelors,high,Married-civ-spouse,Protective-serv,Husband,White,Male,low,low,low,United-States,>50K,
low,Local-gov,low,Some-college,high,Never-married,Handlers-cleaners,Not-in-family,White,Male,low,low,high,United-States,<=50K,
low,Self-emp-not-inc,low,Doctorate,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,high,United-States,>50K,
low,Private,low,Some-college,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,Assoc-acdm,high,Divorced,Exec-managerial,Unmarried,White,Female,low,low,low,England,<=50K,
low,Federal-gov,low,HS-grad,high,Never-married,Other-service,Own-child,Black,Male,low,low,low,United-States,<=50K,
high,Private,low,Masters,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,low,high,United-States,>50K,
low,Self-emp-not-inc,low,Masters,high,Never-married,Prof-specialty,Not-in-family,White,Female,low,low,high,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Tech-support,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Craft-repair,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Self-emp-inc,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,11th,low,Never-married,Handlers-cleaners,Own-child,White,Male,low,low,low,United-States,<=50K,
low,Local-gov,low,HS-grad,high,Never-married,Adm-clerical,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Sales,Other-relative,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Prof-school,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,low,United-States,>50K,
high,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Other-service,Husband,White,Male,low,low,high,Canada,>50K,
low,Private,low,Some-college,high,Married-civ-spouse,Sales,Wife,White,Female,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Machine-op-inspct,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Private,low,9th,low,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,low,low,high,United-States,<=50K,
high,Self-emp-inc,low,Some-college,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,high,United-States,<=50K,
low,Local-gov,low,Assoc-voc,high,Married-civ-spouse,Craft-repair,Husband,Black,Male,low,low,low,United-States,>50K,
high,Private,low,Some-college,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,high,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Craft-repair,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Other-service,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,low,high,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Exec-managerial,Own-child,Black,Male,low,low,low,Germany,<=50K,
low,State-gov,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,high,United-States,>50K,
low,Private,low,Some-college,high,Never-married,Other-service,Own-child,Black,Male,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Wife,White,Female,low,low,low,United-States,>50K,
low,Private,low,Some-college,high,Never-married,Adm-clerical,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Assoc-acdm,high,Married-civ-spouse,Adm-clerical,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,Some-college,high,Divorced,Craft-repair,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Assoc-acdm,high,Never-married,Sales,Not-in-family,White,Female,low,low,high,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,high,United-States,<=50K,
low,Private,low,Assoc-acdm,high,Divorced,Tech-support,Not-in-family,Black,Female,low,low,low,United-States,<=50K,
low,Federal-gov,low,Masters,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,low,Iran,>50K,
low,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,low,high,United-States,<=50K,
low,Private,low,Assoc-voc,high,Married-civ-spouse,Adm-clerical,Wife,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Sales,Own-child,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,low,low,low,United-States,>50K,
high,Self-emp-inc,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Sales,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Other-service,Own-child,White,Male,low,low,low,Mexico,<=50K,
low,Private,low,Assoc-voc,high,Never-married,Prof-specialty,Not-in-family,White,Female,low,low,low,United-States,>50K,
high,Private,low,Some-college,high,Never-married,Tech-support,Other-relative,White,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Transport-moving,Unmarried,Black,Female,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Other-service,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Widowed,Other-service,Unmarried,White,Female,low,low,low,United-States,<=50K,
high,Private,low,11th,low,Married-civ-spouse,Craft-repair,Husband,White,Male,low,high,low,United-States,<=50K,
low,Local-gov,low,Some-college,high,Divorced,Adm-clerical,Unmarried,White,Female,low,low,low,Mexico,<=50K,
low,Private,low,HS-grad,high,Never-married,Adm-clerical,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,low,low,low,Philippines,<=50K,
low,Private,low,HS-grad,high,Never-married,Craft-repair,Own-child,White,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Handlers-cleaners,Not-in-family,White,Male,low,low,low,United-States,<=50K,
high,Self-emp-not-inc,low,Some-college,high,Separated,Sales,Unmarried,Black,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Divorced,Craft-repair,Not-in-family,White,Male,low,low,high,United-States,<=50K,
low,Private,low,Bachelors,high,Separated,Other-service,Other-relative,Black,Male,low,low,high,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Unmarried,White,Female,low,low,low,United-States,<=50K,
low,Self-emp-inc,low,Masters,high,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,low,low,low,England,<=50K,
low,Self-emp-not-inc,low,Masters,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,Some-college,high,Divorced,Other-service,Unmarried,White,Female,low,low,low,Mexico,<=50K,
low,Federal-gov,low,Assoc-acdm,high,Never-married,Exec-managerial,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,State-gov,low,Masters,high,Widowed,Protective-serv,Unmarried,White,Male,low,low,low,United-States,<=50K,
low,Private,low,11th,low,Never-married,Handlers-cleaners,Own-child,White,Male,low,low,low,United-States,<=50K,
high,Local-gov,low,Assoc-voc,high,Widowed,Prof-specialty,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,State-gov,low,HS-grad,high,Married-civ-spouse,Protective-serv,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,Bachelors,high,Never-married,Craft-repair,Not-in-family,White,Male,low,low,high,United-States,<=50K,
low,State-gov,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,HS-grad,high,Married-spouse-absent,Sales,Unmarried,White,Female,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Craft-repair,Own-child,Black,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Handlers-cleaners,Not-in-family,Black,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Own-child,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,high,United-States,<=50K,
low,Local-gov,low,Some-college,high,Married-civ-spouse,Exec-managerial,Husband,Black,Male,low,low,low,United-States,>50K,
low,Private,low,Some-college,high,Divorced,Adm-clerical,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Craft-repair,Not-in-family,Black,Male,low,low,low,United-States,<=50K,
low,Private,low,7th-8th,low,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low,low,low,Mexico,>50K,
low,Federal-gov,low,Some-college,high,Married-civ-spouse,Adm-clerical,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Adm-clerical,Husband,Black,Male,low,low,low,United-States,<=50K,
low,Self-emp-not-inc,low,Bachelors,high,Divorced,Exec-managerial,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Masters,high,Married-civ-spouse,Prof-specialty,Wife,White,Female,low,low,high,United-States,<=50K,
high,State-gov,low,Doctorate,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,Some-college,high,Divorced,Machine-op-inspct,Not-in-family,Black,Female,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low,low,low,United-States,<=50K,
low,Local-gov,low,Bachelors,high,Married-civ-spouse,Craft-repair,Husband,Black,Male,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Tech-support,Husband,White,Male,low,low,low,United-States,<=50K,
low,Federal-gov,low,Bachelors,high,Married-civ-spouse,Tech-support,Husband,White,Male,low,low,low,United-States,<=50K,
low,Private,low,5th-6th,low,Married-civ-spouse,Transport-moving,Other-relative,White,Male,low,low,low,Mexico,<=50K,
low,Private,low,Some-college,high,Divorced,Craft-repair,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Federal-gov,low,Masters,high,Never-married,Exec-managerial,Not-in-family,White,Female,low,low,high,United-States,>50K,
low,Private,low,Masters,high,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,low,low,low,United-States,>50K,
low,Self-emp-not-inc,low,HS-grad,high,Never-married,Sales,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Masters,high,Never-married,Prof-specialty,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,low,high,United-States,>50K,
low,Local-gov,low,Some-college,high,Never-married,Prof-specialty,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,State-gov,low,HS-grad,high,Divorced,Adm-clerical,Unmarried,White,Female,low,low,low,United-States,<=50K,
low,Private,low,11th,low,Never-married,Sales,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Other-service,Husband,Black,Male,low,low,low,United-States,>50K,
low,Private,low,HS-grad,high,Divorced,Craft-repair,Not-in-family,White,Male,low,low,high,United-States,<=50K,
high,Self-emp-inc,low,HS-grad,high,Married-civ-spouse,Sales,Wife,White,Female,low,low,low,United-States,>50K,
low,Private,low,11th,low,Never-married,Sales,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Local-gov,low,HS-grad,high,Married-civ-spouse,Transport-moving,Husband,Black,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,Some-college,high,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,low,low,low,United-States,<=50K,
high,Private,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,low,low,low,United-States,<=50K,
low,Self-emp-inc,low,7th-8th,low,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,Bachelors,high,Never-married,Exec-managerial,Not-in-family,Black,Male,low,low,high,United-States,>50K,
low,Private,low,Assoc-acdm,high,Divorced,Sales,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,high,Poland,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,high,United-States,<=50K,
low,Private,low,10th,low,Never-married,Craft-repair,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,low,low,low,United-States,<=50K,
high,Private,low,HS-grad,high,Never-married,Other-service,Not-in-family,Black,Male,low,high,low,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Adm-clerical,Husband,Black,Male,low,low,low,United-States,<=50K,
low,Local-gov,low,Preschool,low,Never-married,Machine-op-inspct,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Sales,Own-child,White,Female,low,low,low,United-States,<=50K,
high,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Farming-fishing,Husband,White,Male,low,low,high,United-States,<=50K,
high,Private,low,Assoc-voc,high,Widowed,Adm-clerical,Not-in-family,White,Female,low,low,low,Columbia,<=50K,
high,Private,low,HS-grad,high,Divorced,Adm-clerical,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,11th,low,Separated,Transport-moving,Not-in-family,Black,Male,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Divorced,Sales,Unmarried,Black,Female,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Adm-clerical,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Some-college,high,Divorced,Craft-repair,Other-relative,Other,Female,low,low,low,United-States,<=50K,
low,Private,low,Prof-school,high,Never-married,Prof-specialty,Not-in-family,White,Male,low,low,high,United-States,>50K,
high,State-gov,low,HS-grad,high,Married-civ-spouse,Other-service,Husband,White,Male,low,low,low,United-States,<=50K,
low,State-gov,low,Some-college,high,Never-married,Adm-clerical,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,low,high,Iran,>50K,
low,Local-gov,low,Masters,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,low,high,United-States,>50K,
low,Private,low,HS-grad,high,Never-married,Transport-moving,Own-child,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,low,low,United-States,>50K,
low,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Other-service,Wife,White,Female,low,low,low,United-States,<=50K,
low,State-gov,low,Assoc-acdm,high,Married-civ-spouse,Protective-serv,Husband,White,Male,low,low,high,United-States,<=50K,
low,Private,low,Some-college,high,Divorced,Craft-repair,Not-in-family,White,Male,low,low,low,United-States,<=50K,
high,Private,low,HS-grad,high,Married-civ-spouse,Adm-clerical,Husband,White,Male,low,low,low,United-States,>50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Assoc-acdm,high,Married-civ-spouse,Tech-support,Husband,White,Male,low,low,high,United-States,>50K,
low,Private,low,Prof-school,high,Married-civ-spouse,Prof-specialty,Wife,White,Female,low,low,low,United-States,>50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Adm-clerical,Wife,Black,Female,low,low,low,United-States,<=50K,
high,Local-gov,low,10th,low,Widowed,Other-service,Unmarried,Black,Female,low,low,low,United-States,<=50K,
low,Local-gov,low,Some-college,high,Never-married,Adm-clerical,Own-child,White,Male,low,low,low,United-States,<=50K,
high,Private,low,Some-college,high,Never-married,Transport-moving,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,low,low,low,Cambodia,>50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Separated,Other-service,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,Assoc-voc,high,Widowed,Exec-managerial,Not-in-family,White,Female,low,low,low,United-States,<=50K,
low,Private,low,7th-8th,low,Divorced,Craft-repair,Not-in-family,White,Male,low,low,low,United-States,<=50K,
low,Private,low,Bachelors,high,Divorced,Prof-specialty,Own-child,White,Female,low,low,low,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Sales,Husband,White,Male,low,low,high,United-States,<=50K,
low,Private,low,11th,low,Never-married,Other-service,Own-child,White,Male,low,low,low,United-States,<=50K,
